id,gt
1003000099001443,3
1007000019000389,2
1001000053000263,3
1005000019000065,5
1007000019000360,2
1001000053000790,3
1007000000001727,6
1009000009000162,7
1006000039000160,0
1003000066000179,4
1006000091000152,1
1007000095000410,1
1007000095000174,1
1006000039000686,0
1009000041000130,6
1007000048001621,2
1005000059000320,5
1007000073000047,0
1009000066001144,7
1003000099000404,3
1006000091000082,1
1009000041000165,6
1007000000000157,2
1009000095001029,4
1009000001000421,6
1001000022000007,6
1005000021000037,3
1009000001000809,6
1005000021001258,5
1001000021000177,3
1005000026000215,7
1003000021000357,1
1007000000000262,2
1005000021001197,5
1002000021000059,7
1009000066000153,7
1007000000002553,2
1005000021001245,5
1009000066000177,7
1005000059000523,5
1006000039000507,0
1005000022000291,3
1001000021000651,3
1001000043000313,4
1009000041000200,6
1009000068000270,7
1009000041000260,5
1005000015000147,5
1009000066000817,7
1003000022000069,3
1009000068001513,7
1001000043000313,4
1002000022000035,0
1009000041000252,6
1007000073000241,0
1009000041000173,6
1009000041000102,6
1005000015000487,6
1003000021000107,6
1007000078000294,1
1001000021000356,6
1003000022001009,3
1009000035000403,5
1001000022000752,2
1007000037000101,0
1005000022000672,6
1005000022000296,7
1008000102001623,3
1007000007001311,2
1003000066000148,4
1005000010000105,6
1005000010000300,6
1007000095000342,1
1007000019000309,2
1009000001001218,6
1009000066000674,7
1005000019000097,5
1003000021000265,5
1007000048000303,1
1005000026001013,2
1007000095000153,1
1005000022000091,6
1007000048000142,1
1001000022000725,7
1007000000001327,3
1007000018000795,0
1001000022000175,6
1002000021000097,1
1007000037000313,3
1001000021000746,4
1007000078000381,7
1001000043000289,4
1003000022001756,3
1003000021000066,7
1003000022001254,7
1003000099001278,3
1006000039000157,4
1001000022000001,6
1007000007000205,2
1009000095001932,6
1002000021000001,7
1003000022001040,3
1005000010000259,6
1003000030000383,4
1009000041000174,6
1007000131000227,2
1001000022000725,7
1009000068000195,7
1007000019000117,4
1007000007000137,2
1002000021000155,0
1003000022001766,6
1009000035000098,7
1003000022000646,3
1003000066000136,4
1007000007001366,2
1005000010000175,6
1007000019000366,2
1009000041000244,6
1006000039000778,0
1007000073000336,0
1007000018000848,0
1003000021000316,2
1009000068001523,7
1005000022000305,3
1001000053000868,3
1009000066000287,6
1005000021000407,5
1003000022001287,1
1001000021000254,0
1007000048000146,1
1001000053000250,3
1002000021000092,5
1005000021001141,5
1005000015000327,6
1003000021000302,4
1009000001000727,6
1003000021000214,5
1009000068000929,2
1003000022001973,6
1001000022000326,7
1005000022000420,6
1007000007000205,2
1005000015000398,6
1001000053000633,3
1005000026000922,7
1005000015000464,6
1005000021001309,5
1003000022000634,3
1001000021000767,2
1009000001000832,0
1003000022001064,3
1006000091000165,1
1007000048001710,1
1005000078000116,6
1007000048000400,1
1007000007000150,2
1007000131002129,2
1005000021000233,3
1009000009000377,7
1007000048000354,1
1007000037000300,0
1007000073000359,0
1005000026000202,7
1001000021000002,4
1007000019000288,2
1009000041000285,6
1005000021001390,5
1003000099000424,4
1003000030000060,4
1009000009001145,7
1003000030000183,4
1009000001001072,6
1007000073000186,0
1001000043000097,4
1007000000002328,2
1007000131000083,2
1007000095000402,1
1003000022001025,7
1003000021000093,4
1003000022000829,4
1007000073000056,0
1007000131002228,2
1009000095000105,6
1009000095000902,6
1005000026000071,7
1007000131000222,2
1007000016000448,2
1006000039000311,0
1003000022002098,3
1001000021000556,4
1009000095001665,6
1002000021000134,0
1009000068001027,7
1007000000002338,2
1003000022001107,7
1005000015000414,6
1005000021001097,5
1007000016000154,2
1009000041000200,6
1007000095000073,1
1006000014000011,0
1003000021000326,3
1003000022001188,3
1002000021000125,6
1009000001000613,6
1009000035000087,5
1005000010000138,6
1009000066000644,7
1008000102001686,3
1005000022000306,3
1005000015000225,6
1007000048000104,1
1005000022000324,6
1007000048001691,1
1001000043000265,4
1003000022001163,2
1007000048001666,1
1007000037000288,0
1005000015000086,6
1009000009001233,7
1005000026000094,7
1009000095001510,6
1007000131000086,2
1005000015000195,6
1007000000000143,2
1007000131001625,2
1007000048001717,1
1009000066000259,7
1003000021000112,7
1007000019000542,2
1003000018000323,4
1005000019000142,5
1003000022001724,3
1007000018000562,0
1009000001000391,6
1009000095001353,6
1007000019000408,5
1009000068000203,7
1009000095000828,6
1005000021000624,3
1005000015000126,6
1007000073000090,0
1007000131000139,2
1007000019000099,2
1006000039000724,0
1003000066000233,4
1003000066000065,4
1006000014000039,0
1009000068000665,7
1001000022000016,6
1005000021001173,5
1003000066000146,4
1003000099000652,3
1005000015000360,6
1001000053000128,3
1007000016000166,2
1003000099001437,6
1007000016000445,2
1003000066000109,4
1009000041000224,6
1005000022000071,6
1009000066000940,7
1003000030000498,4
1007000037000346,0
1001000053000831,3
1009000095001399,6
1007000000000199,2
1006000091000208,1
1009000035000080,5
1003000066000235,4
1005000059000374,5
1007000078000517,1
1009000009001246,7
1001000043000271,4
1009000035000110,6
1002000022000020,2
1003000030000154,4
1003000099000085,3
1007000007000218,2
1005000026001191,7
1003000021000111,6
1007000095000448,1
1007000016000596,2
1003000022001655,3
1007000007000131,2
1003000022001754,3
1005000022000047,3
1007000078000262,4
1008000102000302,0
1007000131000082,0
1003000021000252,1
1007000095000317,1
1008000102000348,3
1007000073000300,0
1009000066000984,7
1001000022000523,1
1003000066000137,4
1003000021000259,3
1003000022002008,0
1005000021000043,3
1007000095000462,1
1007000078000108,1
1005000021000969,5
1003000066000182,4
1007000131001709,2
1009000041000254,6
1007000078000084,1
1007000016000089,2
1006000014000150,0
1001000021000710,4
1006000039000589,0
1007000078000193,1
1006000039000407,0
1003000021000324,0
1007000000000092,2
1007000000002582,2
1009000035000153,5
1009000001001063,6
1001000021000339,7
1007000073000183,0
1005000021001310,5
1007000131002219,2
1007000018000094,1
1007000048001616,1
1005000026000207,7
1005000019000367,5
1009000095001522,6
1003000030000227,4
1005000010000334,6
1003000099001343,3
1007000000001441,2
1003000021000208,2
1003000022000821,3
1009000035000140,5
1003000030000177,1
1001000043000166,4
1014000007000263,5
1005000021000171,5
1006000039000083,0
1003000022001807,3
1009000035000144,5
1007000073000295,0
1009000066000751,7
1007000095000378,1
1009000001000830,6
1007000037000383,0
1009000041000166,6
1005000019000146,5
1014000007000159,5
1007000000002536,2
1005000026000071,7
1002000022000123,4
1001000053000311,3
1007000016000517,2
1007000007000077,2
1009000068001494,7
1007000018001015,0
1009000066001191,7
1006000014000055,0
1009000009000932,7
1003000021000361,2
1007000037000611,0
1006000039000451,0
1005000021000253,3
1007000000002322,2
1009000001000667,6
1007000078000529,1
1007000078000170,1
1005000010000129,6
1001000043000076,4
1003000022001221,5
1001000021000180,4
1003000021000309,0
1007000016000456,2
1007000018000661,0
1001000021000617,2
1005000022000238,6
1009000035000156,5
1006000039000300,0
1001000053000732,3
1007000000000163,3
1005000015000324,6
1006000091000178,1
1005000015000442,6
1009000035000396,5
1009000009001288,2
1005000021001051,5
1005000010000157,6
1003000021000401,5
1003000099000568,3
1006000014000028,0
1003000066000071,4
1005000059000438,5
1006000039000718,0
1001000053000332,3
1001000022000005,6
1003000021000227,1
1001000021000220,6
1003000099001433,0
1001000053000041,3
1007000078000254,1
1003000066000226,4
1006000014000066,0
1003000021000144,3
1007000019000567,2
1003000030000444,4
1007000018000786,0
1005000022000213,7
1009000066000958,7
1001000021000086,1
1007000048000384,1
1007000007000209,2
1001000053000324,3
1003000066000188,4
1009000068001685,7
1001000021000419,3
1007000019000548,2
1007000048000380,1
1007000078000558,1
1009000035000400,5
1007000019000274,2
1007000078000067,1
1005000022000052,3
1001000053000996,3
1005000059000036,5
1003000022001661,3
1006000091000200,1
1007000048000352,1
1009000068001577,7
1005000015000113,6
1009000001001175,6
1009000001001266,6
1001000053000789,6
1003000022002100,3
1005000059000460,5
1006000014000103,5
1005000010000096,6
1003000021000374,0
1003000022001252,4
1003000066000170,4
1005000022000491,6
1002000021000080,7
1007000048001639,1
1005000010000069,6
1003000022001251,0
1008000102001376,3
1005000022000577,6
1001000021000119,4
1001000043000155,4
1002000021000038,3
1005000021000827,3
1009000001001076,6
1014000007000073,5
1007000018000312,0
1003000066000045,4
1001000021000060,6
1001000022000295,6
1003000022000059,3
1003000099000647,3
1005000019000348,5
1005000021001174,5
1006000039000664,0
1007000095000165,1
1005000022000625,6
1007000073000087,0
1001000053000303,6
1009000035000164,0
1006000039000186,0
1002000021000129,1
1003000021000115,0
1001000022000348,0
1001000021000003,0
1007000037000371,0
1001000021000180,5
1014000007000072,5
1005000015000458,6
1005000022000487,6
1005000015000112,6
1009000066000737,7
1002000022000046,4
1007000048001635,1
1007000000001111,2
1005000021000903,7
1009000001000337,6
1005000019000306,5
1009000041000235,6
1002000022000125,5
1007000078000564,1
1001000053000289,3
1003000022000032,3
1005000059000458,0
1007000048001751,1
1007000018000876,0
1001000022000035,6
1001000022000378,2
1003000022000840,3
1009000095000937,6
1009000066001478,7
1003000021000098,3
1005000015000377,6
1009000066000304,7
1007000073000357,0
1005000026000201,7
1005000021000737,5
1001000022000291,1
1014000007000281,5
1007000007000224,2
1003000022002049,5
1001000021000560,3
1009000095001923,6
1007000018000778,0
1003000021000259,3
1003000066000086,4
1001000021000274,3
1009000041000255,6
1005000059000294,4
1006000039000572,0
1005000010000220,6
1009000041000109,6
1003000099000388,3
1006000014000074,5
1006000039000195,0
1002000022000078,2
1005000015000139,6
1007000073000175,0
1007000131001717,2
1003000021000368,1
1009000095001610,6
1007000007000231,2
1007000019000417,2
1001000022000459,1
1007000095000464,1
1002000022000149,1
1008000102000350,3
1002000021000113,2
1007000095000463,1
1005000021000037,3
1001000022000672,2
1001000053000505,3
1005000010000072,6
1005000015000368,6
1007000095000316,1
1001000022000309,3
1001000043000273,4
1007000018000672,0
1003000021000283,5
1005000078000069,6
1005000026001100,7
1009000066001145,7
1009000009001235,7
1009000001000940,6
1005000022000105,6
1007000018001032,0
1007000016000154,2
1005000019000058,5
1005000010000188,6
1009000009001280,7
1009000041000138,6
1014000007000213,5
1006000091000128,1
1007000018000752,0
1001000053001147,3
1003000066000167,4
1007000037000226,0
1005000019000303,5
1005000021000459,3
1005000022000117,6
1005000026000075,7
1005000059000498,5
1009000035000099,2
1007000095000338,1
1005000015000106,6
1006000014000158,0
1007000007000072,2
1003000030000444,4
1005000022000486,6
1005000015000248,6
1007000007000225,2
1006000014000107,0
1003000022000775,3
1009000009000687,7
1006000091000164,1
1005000021000248,3
1001000043000197,4
1003000066000059,4
1009000009001216,7
1003000022001326,3
1006000039000198,0
1003000022002089,3
1006000039000414,0
1009000095000921,6
1003000022001796,3
1003000099000522,3
1007000078000533,7
1007000073000218,0
1009000009000957,7
1006000091000229,1
1009000066001514,7
1005000019000051,5
1003000066000141,4
1005000021000455,3
1007000000000177,2
1005000022000260,3
1009000095000435,6
1007000073000103,0
1001000053000062,3
1005000021000499,5
1007000019000384,2
1005000026000906,7
1009000068000231,7
1007000007001437,2
1005000059000313,5
1005000010000340,4
1007000131001788,2
1009000095001808,6
1007000073000222,0
1007000095000286,1
1007000095000356,1
1002000022000039,3
1005000021001424,5
1005000022000289,3
1007000131000079,2
1003000022001113,7
1009000066000979,7
1003000022000064,3
1007000078000428,1
1006000039000415,0
1007000095000401,1
1009000041000286,0
1003000022001965,7
1009000066001135,7
1003000021000045,6
1005000021000236,3
1007000019000429,2
1006000039000148,0
1005000021001341,5
1007000048001590,1
1005000015000357,6
1002000022000018,6
1003000021000011,2
1007000000001094,2
1014000007000032,5
1007000078000233,1
1005000022000238,6
1009000095001259,6
1007000037000422,0
1003000099001475,6
1001000022000195,6
1009000009001279,7
1005000010000232,6
1007000131001628,2
1001000022000202,7
1007000018000560,0
1007000000001425,2
1009000041000194,6
1001000022000575,5
1003000021000046,0
1007000095000366,1
1003000022001187,3
1003000021000035,7
1009000066000669,7
1002000022000121,3
1003000022000050,3
1009000068000406,7
1009000068000491,7
1009000035000142,5
1007000019000090,2
1006000014000052,0
1009000066000584,7
1005000059000517,5
1009000009000334,7
1006000091000138,1
1006000091000183,1
1014000007000165,5
1009000068001038,7
1003000022001815,4
1009000001001175,6
1007000037000560,0
1007000007000130,0
1001000021000350,1
1009000041000225,6
1003000099000728,3
1007000095000073,1
1007000016000374,2
1009000095001296,6
1005000021000564,5
1005000021001151,5
1007000131002143,7
1007000018000085,0
1005000026000210,7
1006000014000082,0
1007000073000238,0
1007000095000442,1
1007000078000162,1
1003000022001820,3
1003000022001105,0
1005000010000153,6
1009000001001274,6
1005000022000292,3
1005000021000893,3
1001000021000333,3
1007000073000052,0
1001000022000017,6
1007000000002313,2
1009000035000187,5
1009000095001909,6
1003000022000653,3
1009000009000262,0
1001000022000746,5
1005000015000433,6
1005000010000295,2
1003000099001370,3
1005000019000153,1
1005000021001146,5
1005000021000819,3
1005000026001284,7
1009000035000085,5
1005000010000277,6
1009000035000141,5
1003000099000378,6
1001000053001149,3
1007000131002138,2
1003000066000070,4
1007000000001325,2
1001000021000494,6
1003000066000210,4
1003000030000286,4
1009000035000210,5
1007000131000074,2
1009000095001401,3
1003000021000112,7
1003000099001132,3
1007000007001412,2
1007000078000432,1
1003000021000229,0
1002000022000059,7
1006000091000208,1
1006000039000087,0
1009000001000488,6
1001000022000507,3
1009000066000424,7
1007000048001710,1
1003000066000164,4
1003000099000440,3
1001000021000190,4
1007000019000419,2
1005000015000316,6
1005000022000368,6
1001000022000530,1
1006000014000115,0
1007000073000329,6
1009000035000411,5
1001000021000188,0
1003000066000043,4
1007000007000207,2
1009000009001052,7
1003000021000033,0
1003000022000655,3
1007000016000159,2
1009000001000755,6
1014000007000216,7
1003000022001001,3
1005000022000064,3
1003000099001144,3
1005000021000350,3
1003000021000118,5
1007000048000379,1
1008000102000657,6
1001000021000336,2
1001000053000520,3
1007000000002466,2
1009000035000073,6
1007000037000358,0
1007000037000235,0
1003000021000176,7
1007000018000562,0
1005000022000035,3
1001000022000196,4
1007000095000380,1
1005000022000690,6
1006000014000101,0
1009000068001131,7
1009000066000202,7
1003000066000193,4
1001000053000212,3
1007000007000192,2
1006000039000458,0
1003000021000403,7
1001000021000220,7
1006000039000121,0
1001000043000264,4
1007000073000308,0
1002000022000032,1
1003000066000235,4
1007000131002226,2
1007000078000184,1
1003000022000634,3
1007000095000368,1
1002000021000018,4
1006000014000163,0
1005000021000171,5
1002000021000042,3
1003000066000231,5
1007000095000452,1
1007000048000340,1
1007000007001438,2
1007000073000238,7
1005000022000390,6
1007000037000534,0
1002000022000080,6
1009000066000467,7
1007000019000198,2
1007000000000213,2
1002000021000073,4
1001000053000927,3
1009000041000300,6
1009000095001998,6
1005000026001120,7
1005000022000040,3
1003000099000629,3
1009000009000840,7
1001000022000004,6
1007000078000211,1
1009000009000870,7
1003000021000088,5
1009000035000195,5
1006000091000230,1
1007000000001408,2
1001000043000298,4
1006000039000670,0
1007000016000079,2
1009000001000245,6
1007000007000177,2
1001000053000070,3
1009000095001197,6
1007000019000356,0
1003000022001258,2
1009000009000687,7
1005000010000227,3
1009000035000075,5
1007000048001631,1
1005000022000361,6
1009000035000070,5
1003000022001655,3
1005000022000273,6
1005000015000222,6
1005000019000234,5
1007000073000340,0
1006000014000172,0
1007000007000141,2
1009000009001165,7
1005000059000464,5
1003000030000102,4
1005000022000163,6
1003000022001950,4
1005000015000341,3
1009000001000233,6
1007000018000937,0
1001000014001120,3
1009000095001581,6
1007000019000552,2
1006000039000451,1
1005000022000529,6
1009000095000162,6
1005000022000431,6
1014000007000049,5
1003000022000675,4
1007000018000661,0
1001000053000609,3
1001000043000240,4
1014000007000106,5
1001000021000620,2
1001000053000128,3
1005000026000212,7
1009000009000632,7
1009000041000204,6
1005000022000353,6
1009000035000169,5
1007000073000173,0
1005000026000202,0
1009000001000678,6
1007000007000219,2
1001000021000546,4
1003000021000099,3
1003000022000802,3
1003000021000389,7
1005000021001268,5
1001000053000947,3
1001000022000170,6
1009000009000143,7
1003000066000065,4
1007000018000663,0
1007000019000094,2
1009000095001549,6
1003000099000526,3
1001000022000185,6
1007000000000106,2
1009000001001317,6
1007000000002439,2
1003000022000054,3
1007000019000365,2
1002000022000090,4
1007000131000143,2
1009000001001037,6
1007000131000213,2
1007000131000146,2
1005000021000923,3
1005000015000083,5
1003000022001263,1
1009000068001727,7
1007000037000056,5
1005000010000305,6
1001000021000707,4
1007000037000376,0
1005000019000350,5
1009000066000254,7
1007000018000958,0
1001000022000361,7
1007000000002436,2
1006000014000184,0
1009000009001237,7
1005000010000183,5
1005000010000327,1
1003000022000791,3
1007000078000258,1
1001000043000087,4
1005000022000475,6
1005000022000053,3
1009000041000130,3
1007000000000180,2
1003000099001141,3
1008000102003380,3
1001000053001060,3
1007000019000188,2
1003000021000064,2
1009000068000765,5
1005000010000236,6
1009000095001099,6
1007000018000362,0
1005000021000796,3
1009000035000396,5
1009000009000209,7
1007000095000137,1
1005000015000357,6
1003000021000264,3
1001000043000301,4
1001000022000382,0
1007000073000058,0
1007000019000377,2
1005000015000401,6
1003000099000088,3
1001000021000367,2
1007000073000240,0
1006000091000094,1
1007000007000182,2
1001000043000087,4
1007000048001712,1
1001000021000166,4
1009000066001208,7
1007000073000291,6
1003000022001323,4
1007000078000184,1
1009000068001371,7
1007000048001633,1
1001000021000780,5
1007000073000353,0
1003000022001226,6
1003000066000068,4
1007000073000179,0
1007000078000095,1
1009000041000235,6
1007000000002560,2
1007000037000565,0
1007000037000571,0
1008000102001622,0
1005000015000158,6
1009000001000093,6
1007000078000361,1
1008000102000598,3
1001000021000338,1
1005000021000369,5
1014000007000042,5
1005000021000274,5
1007000078000516,1
1003000066000063,4
1009000041000280,6
1008000102001623,3
1009000035000210,5
1006000091000105,1
1003000022001003,3
1007000018000872,0
1003000021000376,4
1003000022001125,2
1005000059000520,5
1007000095000166,1
1005000026001199,7
1005000059000521,5
1009000095002060,6
1009000095001168,6
1001000021000388,4
1006000039000336,0
1007000131002315,2
1009000041000156,6
1009000068001470,1
1009000009000864,7
1009000068000855,7
1007000016000455,2
1007000018000036,0
1009000001000904,6
1007000073000285,0
1003000022002091,3
1005000019000246,5
1007000018000370,0
1007000037000371,0
1005000021000923,3
1007000000000197,2
1005000022000171,6
1001000053000072,3
1006000091000214,1
1002000022000145,5
1009000009000465,7
1003000021000083,2
1003000022001978,4
1007000095000321,1
1005000021000155,5
1002000021000056,1
1001000021000006,4
1009000009001042,7
1009000001000580,6
1003000022002093,3
1009000068000270,7
1007000073000200,0
1005000019000142,3
1007000019000384,7
1007000037000514,0
1003000021000335,3
1009000041000175,6
1001000022000428,6
1005000022000662,6
1007000078000310,1
1001000021000386,3
1006000039000371,0
1003000021000159,0
1007000048001748,1
1009000009000658,7
1007000078000302,1
1003000022001086,2
1007000073000296,0
1007000016000586,7
1003000099000720,3
1003000022001766,7
1007000073000337,0
1005000019000293,5
1007000019000369,2
1014000007000029,5
1001000043000169,4
1003000030000353,4
1007000078000233,1
1001000022000066,6
1007000037000202,0
1006000039000449,0
1001000022000345,2
1007000000002340,2
1005000021000466,3
1014000007000006,6
1009000095001331,6
1007000095000454,1
1003000022000056,3
1005000059000498,5
1003000021000317,0
1005000010000216,6
1009000035000174,5
1005000010000111,4
1005000021000547,3
1001000053000762,3
1009000009001101,1
1009000035000164,5
1005000019000007,5
1007000018000961,0
1009000009000754,7
1003000021000136,4
1007000037000330,0
1007000037000275,0
1007000019000195,2
1005000010000226,6
1006000014000135,5
1003000022001665,3
1005000021000407,5
1006000039000121,7
1001000022000007,6
1007000019000432,6
1003000022001187,3
1003000066000042,4
1007000037000380,0
1007000048001703,1
1007000007000225,2
1006000039000517,0
1005000059000324,5
1001000021000031,4
1007000018000600,5
1008000102003386,3
1009000001000898,6
1009000035000206,5
1009000066000935,7
1001000053000996,3
1006000014000099,0
1005000010000215,6
1007000073000085,0
1002000021000134,6
1009000066001515,7
1005000059000252,6
1005000026001284,7
1001000022000632,3
1009000001001186,6
1001000053000049,3
1007000095000349,1
1005000021000802,3
1009000066001555,7
1009000068001176,1
1003000022002108,0
1001000043000224,4
1002000021000087,7
1007000037000381,0
1007000073000174,5
1005000021000661,5
1003000066000103,4
1001000043000134,4
1007000073000170,0
1005000010000323,6
1007000078000291,1
1009000001001085,6
1007000078000261,1
1009000068000449,7
1003000018000241,4
1008000102001253,3
1007000018000754,0
1007000018000604,0
1007000007000145,2
1001000053000225,3
1007000037000407,0
1007000131001712,2
1005000022000498,6
1005000026001198,7
1009000035000103,5
1005000021000402,5
1007000007000160,2
1001000014001122,3
1005000078000115,6
1006000039000361,0
1007000048001634,1
1001000022000597,4
1007000000001092,2
1003000022000659,3
1005000026001279,7
1003000022001271,1
1007000037000065,0
1005000015000336,6
1005000010000276,6
1007000000000173,2
1007000078000268,1
1002000021000060,5
1007000131000077,2
1009000066000849,7
1001000043000154,4
1007000048000200,1
1001000043000189,4
1007000078000374,1
1005000010000187,6
1007000078000536,1
1007000073000113,0
1003000022000739,5
1006000014000072,0
1009000035000162,5
1003000022001014,3
1007000073000224,0
1003000022000636,3
1007000000000111,2
1007000007000224,2
1005000021000704,3
1009000068000560,7
1007000007001425,6
1005000019000105,5
1005000019000297,5
1003000022001818,1
1007000078000272,1
1003000021000184,0
1003000099000834,3
1006000091000115,1
1009000068001297,7
1007000078000310,1
1006000039000511,0
1007000007000175,2
1014000007000273,5
1008000102001390,3
1006000039000500,0
1006000039000354,0
1001000021000764,2
1005000022000288,3
1007000048001730,1
1005000021001004,5
1007000095000304,0
1005000026000994,7
1003000066000141,4
1005000021000925,3
1007000007000183,2
1009000035000087,5
1005000010000160,6
1007000073000106,0
1001000022000064,2
1007000000002513,2
1006000014000075,7
1006000014000018,0
1001000022000008,6
1001000021000001,1
1003000021000164,5
1003000021000270,6
1008000102000863,3
1005000021000037,3
1009000068000839,7
1005000021000262,5
1005000010000281,4
1005000022000372,6
1001000053000588,3
1009000095000386,6
1005000021000847,5
1002000022000057,7
1001000022000124,7
1009000035000128,5
1007000078000256,1
1003000066000150,4
1007000000000136,2
1003000022000101,2
1003000030000439,4
1005000021001285,5
1003000066000169,4
1003000021000222,3
1009000066000150,7
1007000131002230,2
1005000015000134,6
1001000021000702,4
1009000095001359,6
1003000021000019,3
1009000001000269,6
1005000021000761,5
1005000059000325,5
1007000018001021,0
1003000022000135,5
1005000021000711,3
1007000018000070,0
1001000053000955,3
1001000022000130,0
1002000022000151,7
1014000007000060,5
1005000010000217,0
1003000066000117,4
1003000099000876,0
1003000099001198,3
1007000000001805,2
1005000022000047,3
1009000035000080,5
1007000095000168,1
1001000043000246,4
1003000021000152,6
1003000099001264,2
1009000001000807,6
1003000021000403,3
1005000021000725,3
1001000021000521,4
1001000022000733,1
1009000066001418,7
1007000037000091,0
1005000059000405,5
1009000009000247,7
1007000018000844,0
1005000019000310,5
1001000021000123,6
1009000009000657,7
1005000021000640,3
1005000019000366,5
1007000018000921,0
1001000021000254,5
1005000021001031,5
1007000073000163,0
1001000053000650,3
1007000131001796,2
1007000019000562,2
1005000078000116,6
1005000022000292,3
1003000021000039,0
1005000015000122,6
1009000095001422,6
1003000022001865,5
1003000030000461,4
1009000095000291,6
1007000073000353,0
1003000099001469,3
1003000021000338,2
1009000066000234,7
1005000022000182,6
1005000019000178,5
1003000021000120,1
1009000035000150,5
1009000009000371,7
1002000021000150,4
1003000022000062,2
1003000022000917,2
1009000066000720,7
1009000068000871,7
1005000059000322,5
1009000068001644,7
1001000022000740,1
1005000021000841,5
1007000131002138,2
1007000016000379,2
1005000015000229,4
1007000000001113,2
1001000043000085,4
1005000010000250,6
1009000035000403,5
1001000043000257,4
1001000022000248,0
1002000022000145,3
1003000022002079,3
1005000022000321,3
1009000035000111,5
1007000037000326,0
1001000022000308,7
1007000078000103,1
1005000078000117,6
1003000021000342,4
1001000022000658,4
1003000022001030,0
1002000022000154,6
1014000007000193,5
1014000007000269,5
1005000022000424,6
1003000022000809,3
1001000022000273,0
1005000026000919,7
1009000041000269,6
1005000015000319,4
1005000078002058,6
1006000014000155,0
1007000019000400,2
1005000022000550,6
1003000099000424,3
1005000010000354,6
1003000099000091,3
1001000043000245,4
1003000099001429,3
1005000015000273,6
1007000037000278,2
1007000073000098,3
1009000068000897,7
1007000048000363,1
1005000022000203,6
1007000019000288,2
1001000053000969,3
1007000095000289,1
1007000018000589,0
1007000007001426,2
1005000019000053,5
1009000066000997,4
1008000102003381,3
1003000030000352,4
1007000078000261,1
1007000073000097,2
1006000014000125,0
1007000000002349,2
1009000009000350,7
1003000022001308,6
1003000099001343,3
1005000022000334,6
1009000041000275,6
1002000022000081,2
1001000022000484,1
1009000009000158,7
1006000014000175,0
1009000001001217,6
1007000073000206,0
1007000078000106,1
1003000022000817,3
1006000014000067,0
1009000095000405,6
1007000018000968,0
1005000022000679,6
1009000001000685,6
1007000048001709,1
1007000048000342,1
1009000001000560,6
1001000022000114,6
1008000102003380,3
1001000021000691,4
1014000007000049,5
1001000021000395,6
1001000053001134,3
1007000037000271,0
1007000007000067,2
1009000066000423,7
1001000022000174,6
1003000022001087,3
1005000019000301,5
1005000059000466,5
1008000102003391,3
1001000043000210,4
1014000007000221,5
1007000000001802,2
1005000022000578,1
1003000066000131,4
1005000021000717,3
