id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1009000001000304,174.8438,222.2812,170.1562,212.9062,170.1562,217.5938,179.5312,194.1562,179.5312,189.4688,217.0312,208.2188,212.3438,184.7812,231.0938,278.5312,231.0938,264.4688,174.8438,283.2188,174.8438,269.1562,348.2812,208.2188,343.5938,194.1562,442.0312,226.9688,442.0312,208.2188,549.8438,241.0312,517.0312,212.9062
1005000015000479,92.0694,126.626,87.9385,118.3643,83.8076,122.4951,92.0694,101.8408,92.0694,101.8408,129.2471,105.9717,133.3779,105.9717,170.5557,151.4111,170.5557,155.542,145.7705,200.9814,154.0322,200.9814,253.1729,159.6729,253.1729,167.9346,335.79,221.6357,331.6592,229.8975,426.6689,275.3369,422.5381,275.3369
1009000001001123,165.501,208.1963,160.8428,203.5381,160.8428,203.5381,170.1592,184.9053,170.1592,180.2471,212.083,194.2217,202.7666,175.5889,226.0576,268.7529,221.3994,259.4365,165.501,268.7529,160.8428,259.4365,337.8545,194.2217,333.1963,184.9053,435.6768,217.5127,431.0186,194.2217,538.1572,231.4873,510.208,203.5381
1009000001000320,176.1514,219.9229,171.415,210.4502,171.415,215.1865,180.8877,191.5049,180.8877,191.5049,223.5146,205.7139,223.5146,186.7686,228.251,276.7588,242.46,257.8135,176.1514,281.4951,171.415,272.0225,351.3955,215.1865,346.6592,200.9775,446.1221,229.3955,441.3857,210.4502,550.3213,243.6045,521.9033,215.1865
1002000022000053,155.5934,111.0334,68.2343,133.3447,395.6039,28.928,661.254,77.3968,104.7475,13.697,473.8253,81.967,366.5618,116.942,160.4091,61.1155,289.7076,67.5158,109.2264,74.6683,355.4014,167.9664,175.0376,-11.3918,438.832,168.912,326.6761,358.2312,231.1984,19.2481,249.6109,136.4215,364.7887,452.6785
1005000078000120,48.168,223.918,40.0039,207.5898,48.168,199.4258,48.168,215.7539,64.4961,174.9336,97.1523,223.918,121.6445,191.2617,162.4648,256.5742,186.957,174.9336,146.1367,305.5586,146.1367,272.9023,268.5977,248.4102,268.5977,207.5898,415.5508,256.5742,415.5508,232.082,554.3398,248.4102,546.1758,223.918
1009000041000283,208.6768,265.2588,205.542,258.9893,205.542,262.124,214.9463,252.7197,211.8115,252.7197,236.8896,265.2588,236.8896,255.8545,240.0244,315.415,240.0244,299.7412,205.542,315.415,208.6768,309.1455,318.3936,255.8545,318.3936,252.7197,381.0889,277.7979,384.2236,277.7979,459.458,296.6064,453.1885,287.2021
1006000014000072,301.6719,74.7344,304.1198,72.2865,296.776,72.2865,306.5677,77.1823,291.8802,74.7344,313.9115,91.8698,282.0885,91.8698,335.9427,74.7344,260.0573,74.7344,350.6302,52.7031,242.9219,52.7031,309.0156,148.1719,286.9844,148.1719,318.8073,192.2344,274.7448,192.2344,331.0469,236.2969,260.0573,231.401
1003000021000395,105.06,257.5692,69.1332,258.3073,30.9572,162.9176,83.4117,15.8202,73.8848,249.8297,106.5721,145.6738,96.8869,180.0899,74.1853,219.4626,42.6337,383.7403,79.1354,360.2794,87.5809,351.593,116.3912,470.5202,106.8436,51.6786,307.5019,240.9941,101.8108,-63.5307,129.92,395.2981,140.5812,192.7387
1006000014000039,301.25,72.25,303.75,72.25,296.25,72.25,308.75,74.75,291.25,72.25,313.75,89.75,281.25,89.75,338.75,74.75,256.25,74.75,361.25,59.75,231.25,57.25,311.25,147.25,286.25,147.25,318.75,192.25,273.75,189.75,333.75,234.75,261.25,234.75
1007000019000372,233.7891,122.3828,230.8984,116.6016,228.0078,116.6016,210.6641,119.4922,213.5547,119.4922,204.8828,148.3984,199.1016,145.5078,256.9141,165.7422,254.0234,165.7422,303.1641,168.6328,306.0547,168.6328,138.3984,214.8828,126.8359,214.8828,193.3203,258.2422,196.2109,255.3516,178.8672,321.8359,173.0859,333.3984
1001000021000091,-70.2049,200.3364,233.6006,202.4065,594.3811,7.657,226.106,198.5307,393.9043,60.9721,294.9277,300.24,657.6334,195.6009,405.5486,169.5109,394.3673,409.6286,377.4607,347.2938,185.2438,407.3249,464.3178,363.2039,358.91,337.0768,288.3206,208.5105,304.3132,171.9544,286.8862,229.504,188.3379,303.9518
1005000021000249,108.3227,340.6624,425.7513,234.4975,315.5582,77.2951,564.5268,140.0025,304.9323,160.3892,581.0165,4.0419,508.0046,189.5738,566.6278,217.9296,29.4247,147.688,372.4908,236.1909,657.4159,281.4609,272.0555,175.527,399.2773,131.175,86.1268,153.5845,154.2245,364.5515,40.6909,225.5413,52.1553,664.1101
1001000053000133,293.1276,193.9453,296.0703,188.0599,293.1276,188.0599,310.7838,185.1172,310.7838,188.0599,325.4974,211.6016,319.612,208.6589,351.9818,252.7995,346.0963,255.7422,366.6953,296.9401,363.7526,296.9401,304.8984,285.1693,296.0703,273.3984,243.1016,267.513,240.1589,258.6849,187.1901,293.9974,187.1901,285.1693
1007000131002324,290.165,81.3154,287.0693,78.2197,283.9736,75.124,268.4951,81.3154,271.5908,81.3154,259.208,112.2725,268.4951,112.2725,280.8779,161.8037,287.0693,161.8037,302.5479,186.5693,318.0264,189.665,262.3037,192.7607,268.4951,192.7607,265.3994,260.8662,262.3037,260.8662,259.208,313.4932,265.3994,328.9717
1005000021000409,482.8435,119.5075,333.0056,211.7811,351.0306,213.6157,87.7436,153.2597,450.0776,237.3672,717.736,179.0646,314.902,-32.233,195.7587,190.7713,366.4023,298.2855,485.0181,437.6519,407.4478,-4.3581,422.523,201.2976,18.4301,200.2444,163.1508,325.8259,189.9944,291.4373,60.9259,279.0795,67.7933,153.913
1005000021000899,447.678,174.9032,743.2049,184.595,263.9462,126.7306,264.155,48.2304,443.7983,251.6721,150.0817,276.4042,19.3798,290.5386,591.3188,56.1052,504.0691,316.2352,427.1179,179.0489,300.0315,367.8988,319.9746,111.5198,268.1976,141.1392,108.3338,432.0835,142.7154,259.9145,98.9126,208.977,38.1773,199.9626
1009000068000524,521.0576,168.8799,529.71,164.5537,521.0576,155.9014,521.0576,173.2061,499.4268,147.249,490.7744,194.8369,473.4697,173.2061,473.4697,242.4248,482.1221,242.4248,490.7744,233.7725,508.0791,242.4248,365.3154,199.1631,369.6416,190.5107,283.1182,216.4678,278.792,216.4678,192.2686,229.4463,179.29,220.7939
1007000007001430,305.9453,82.7422,305.9453,77.5859,303.3672,80.1641,290.4766,77.5859,290.4766,77.5859,287.8984,103.3672,290.4766,103.3672,308.5234,131.7266,311.1016,136.8828,316.2578,108.5234,316.2578,111.1016,293.0547,175.5547,293.0547,178.1328,293.0547,227.1172,290.4766,227.1172,280.1641,276.1016,287.8984,283.8359
1009000009000344,380.7412,191.3115,387.9873,194.9346,387.9873,187.6885,395.2334,151.458,391.6104,173.1963,359.0029,140.5889,355.3799,165.9502,315.5264,165.9502,337.2646,242.0342,377.1182,205.8037,387.9873,231.165,261.1807,136.9658,253.9346,158.7041,181.4736,173.1963,181.4736,187.6885,112.6357,173.1963,101.7666,184.0654
1003000099001153,560.6865,216.1162,571.917,221.7314,566.3018,216.1162,566.3018,249.8076,566.3018,244.1924,532.6104,272.2686,526.9951,266.6533,465.2275,317.1904,459.6123,317.1904,380.999,317.1904,375.3838,317.1904,386.6143,277.8838,386.6143,277.8838,279.9248,193.6553,274.3096,193.6553,150.7744,143.1182,156.3896,159.9639
1007000037000561,311.3838,104.6084,317.8486,98.1436,304.9189,94.9111,327.5459,101.376,295.2217,101.376,346.9404,140.165,279.0596,136.9326,372.7998,169.2568,249.9678,166.0244,359.8701,208.0459,269.3623,208.0459,340.4756,237.1377,291.9893,233.9053,379.2646,301.7861,256.4326,305.0186,372.7998,366.4346,262.8975,366.4346
1007000131002302,314.1419,207.5534,311.8893,200.7956,309.6367,200.7956,296.1211,203.0482,298.3737,203.0482,289.3633,221.069,289.3633,221.069,327.6576,230.0794,334.4154,234.5846,365.9518,232.332,368.2044,234.5846,239.806,268.3737,230.7956,270.6263,293.8685,268.3737,296.1211,270.6263,260.0794,320.1836,269.0898,331.4466
1005000019000359,208.4362,81.6185,220.819,65.1081,191.9258,69.2357,237.3294,69.2357,171.2878,73.3633,266.2227,143.5325,146.5221,135.2773,303.3711,226.0846,113.5013,230.2122,332.2643,304.5091,88.7357,308.6367,229.0742,238.4675,167.1602,230.2122,212.5638,292.1263,171.2878,296.2539,200.181,292.1263,167.1602,292.1263
1005000026001274,451.165,266.4482,454.0654,266.4482,454.0654,263.5479,451.165,249.0459,451.165,249.0459,425.0615,249.0459,422.1611,246.1455,396.0576,249.0459,410.5596,278.0498,393.1572,272.249,413.46,309.9541,343.8506,254.8467,343.8506,260.6475,282.9424,263.5479,285.8428,275.1494,230.7354,263.5479,219.1338,283.8506
1003000099001136,556.5996,218.8574,568.0449,224.5801,568.0449,218.8574,568.0449,253.1934,562.3223,247.4707,533.709,270.3613,533.709,264.6387,470.7598,310.4199,465.0371,304.6973,384.9199,310.4199,379.1973,293.252,384.9199,276.084,379.1973,258.916,253.2988,258.916,253.2988,258.916,110.2324,270.3613,115.9551,276.084
1007000095000430,289.3418,115.7324,299.2441,109.1309,292.6426,109.1309,322.3496,112.4316,312.4473,115.7324,335.5527,155.3418,309.1465,155.3418,312.4473,214.7559,292.6426,204.8535,276.1387,257.666,259.6348,241.1621,385.0645,237.8613,355.3574,237.8613,332.252,293.9746,309.1465,277.4707,361.959,379.7949,325.6504,346.7871
1005000015000489,71.3066,179.4824,62.4395,170.6152,62.4395,175.0488,66.873,152.8809,71.3066,157.3145,106.7754,148.4473,111.209,157.3145,159.9785,157.3145,182.1465,148.4473,142.2441,201.6504,142.2441,192.7832,230.916,183.916,226.4824,197.2168,324.0215,237.1191,324.0215,241.5527,421.5605,272.5879,417.127,277.0215
1009000041000277,210.8115,266.2588,204.542,263.124,204.542,263.124,213.9463,253.7197,213.9463,250.585,235.8896,263.124,239.0244,253.7197,239.0244,316.415,239.0244,300.7412,204.542,316.415,207.6768,307.0107,320.5283,256.8545,320.5283,250.585,383.2236,278.7979,383.2236,275.6631,458.458,294.4717,455.3232,288.2021
1002000022000051,299.4649,127.0714,209.2497,143.1904,353.8682,126.7206,259.6771,55.5628,698.2452,80.9371,283.3818,43.1187,145.3415,16.0923,366.2568,94.9845,85.9623,82.467,407.0822,86.529,328.2758,156.1189,239.7416,150.821,460.237,152.2026,521.9242,200.5884,217.2306,72.252,-33.8821,180.1813,382.1603,62.7294
1007000048000311,351.8086,71.4883,355.2852,68.0117,355.2852,68.0117,369.1914,78.4414,376.1445,81.918,365.7148,120.1602,376.1445,113.207,341.3789,161.8789,348.332,144.4961,303.1367,179.2617,313.5664,158.4023,407.4336,203.5977,407.4336,196.6445,369.1914,252.2695,372.668,252.2695,379.6211,332.2305,379.6211,304.418
1009000095002070,105.7871,159.709,105.7871,146.1738,101.2754,155.1973,123.834,128.127,123.834,137.1504,155.416,150.6855,159.9277,137.1504,173.4629,222.873,177.9746,195.8027,119.3223,222.873,141.8809,186.7793,277.2324,150.6855,281.7441,141.6621,367.4668,168.7324,367.4668,159.709,466.7246,177.7559,453.1895,155.1973
1007000078000074,315.4814,48.3779,318.7725,41.7959,312.1904,45.0869,331.9365,31.9229,331.9365,31.9229,348.3916,61.542,348.3916,58.251,318.7725,107.6162,328.6455,104.3252,302.3174,77.9971,305.6084,77.9971,345.1006,153.6904,338.5186,150.3994,338.5186,226.0928,325.3545,216.2197,351.6826,301.7861,331.9365,275.458
1007000048000308,351.8086,54.1055,358.7617,50.6289,355.2852,50.6289,372.668,57.582,379.6211,57.582,369.1914,99.3008,379.6211,92.3477,351.8086,147.9727,351.8086,144.4961,327.4727,182.7383,323.9961,165.3555,393.5273,186.2148,397.0039,182.7383,372.668,252.2695,376.1445,252.2695,379.6211,332.2305,376.1445,300.9414
1006000091000198,291.2061,62.0537,294.7119,58.5479,294.7119,58.5479,308.7354,65.5596,308.7354,69.0654,315.7471,97.1123,305.2295,97.1123,336.7822,79.583,336.7822,79.583,350.8057,48.0303,340.2881,48.0303,305.2295,181.2529,308.7354,181.2529,305.2295,244.3584,305.2295,244.3584,319.2529,314.4756,319.2529,307.4639
1003000099001202,560.4658,228.4717,571.9307,239.9365,571.9307,234.2041,571.9307,257.1338,566.1982,257.1338,531.8037,280.0635,520.3389,268.5986,463.0146,314.458,457.2822,308.7256,377.0283,314.458,371.2959,291.5283,377.0283,274.3311,377.0283,268.5986,256.6475,245.6689,256.6475,245.6689,113.3369,251.4014,113.3369,245.6689
1009000041000263,207.334,265.4199,204.2285,259.209,204.2285,262.3145,213.5449,256.1035,210.4395,252.998,235.2832,265.4199,238.3887,256.1035,238.3887,315.1074,238.3887,302.6855,204.2285,315.1074,207.334,312.002,316.0254,252.998,316.0254,246.7871,381.2402,277.8418,381.2402,274.7363,458.877,296.4746,452.666,284.0527
1009000035000159,272.6309,82.9668,288.1582,67.4395,263.3145,64.334,306.791,64.334,247.7871,58.123,325.4238,117.127,226.0488,107.8105,337.8457,213.3965,219.8379,219.6074,353.373,306.5605,226.0488,306.5605,278.8418,163.709,222.9434,160.6035,272.6309,225.8184,222.9434,219.6074,272.6309,269.2949,226.0488,309.666
1005000059000351,321.1146,235.1562,324.7604,224.2188,313.8229,227.8646,328.4062,213.2812,291.9479,220.5729,353.9271,202.3438,266.4271,202.3438,415.9062,195.0521,204.4479,184.1146,423.1979,253.3854,200.8021,246.0938,335.6979,151.3021,284.6562,151.3021,328.4062,103.9062,291.9479,118.4896,328.4062,100.2604,299.2396,100.2604
1005000010000149,177.1787,145.7217,172.6768,136.7178,168.1748,136.7178,190.6846,123.2119,186.1826,123.2119,235.7041,141.2197,235.7041,132.2158,244.708,222.2549,244.708,217.7529,217.6963,298.7881,226.7002,289.7842,366.2607,186.2393,361.7588,177.2354,415.7822,285.2822,406.7783,262.7725,528.3311,253.7686,505.8213,240.2627
1003000099000633,559.5586,220.2227,570.5742,225.7305,570.5742,220.2227,565.0664,253.2695,570.5742,242.2539,532.0195,280.8086,521.0039,264.2852,449.4023,313.8555,443.8945,308.3477,372.293,324.8711,372.293,253.2695,377.8008,280.8086,377.8008,269.793,251.1211,231.2383,251.1211,231.2383,113.4258,214.7148,113.4258,214.7148
1007000095000425,288.8301,76.5605,295.7441,66.1895,288.8301,69.6465,319.9434,69.6465,306.1152,69.6465,340.6855,111.1309,309.5723,114.5879,347.5996,173.3574,316.4863,173.3574,326.8574,221.7559,292.2871,207.9277,371.7988,211.3848,347.5996,214.8418,340.6855,287.4395,313.0293,273.6113,364.8848,366.9512,326.8574,346.209
1009000068000337,503.4072,200.4346,511.6689,200.4346,511.6689,192.1729,507.5381,171.5186,507.5381,171.5186,470.3604,159.126,474.4912,175.6494,462.0986,225.2197,486.8838,250.0049,491.0146,237.6123,511.6689,241.7432,362.958,150.8643,362.958,159.126,280.3408,192.1729,280.3408,196.3037,185.3311,221.0889,181.2002,221.0889
1007000019000338,232.3268,132.9779,232.3268,127.2227,229.4492,127.2227,215.0612,127.2227,215.0612,127.2227,206.4284,155.9987,200.6732,155.9987,255.3477,173.2643,255.3477,176.1419,295.6341,173.2643,304.2669,181.8971,140.2435,222.1836,128.7331,227.9388,197.7956,262.4701,200.6732,259.5924,177.6523,322.8997,171.8971,334.4102
1005000015000377,86.3464,110.6068,80.4349,104.6953,80.4349,110.6068,92.2578,81.0495,86.3464,98.7839,127.7266,92.8724,127.7266,110.6068,169.1068,146.0755,163.1953,146.0755,145.4609,199.2786,151.3724,193.3672,251.8672,151.987,251.8672,163.8099,340.5391,217.013,334.6276,222.9245,429.2109,270.2162,423.2995,270.2162
1005000059000286,320.4688,269.0312,320.4688,261.7396,313.1771,261.7396,327.7604,243.5104,291.3021,247.1562,356.9271,225.2812,269.4271,228.9271,418.9062,207.0521,211.0938,199.7604,426.1979,261.7396,203.8021,258.0938,342.3438,166.9479,291.3021,163.3021,335.0521,130.4896,298.5938,130.4896,335.0521,112.2604,298.5938,115.9062
1007000000001238,217.5703,167.1745,222.2057,162.5391,212.9349,160.2214,226.8411,162.5391,203.6641,160.2214,226.8411,178.763,189.7578,185.7161,259.2891,188.0339,219.888,201.9401,298.6901,194.987,268.5599,201.9401,192.0755,248.2943,157.3099,248.2943,231.4766,248.2943,187.4401,264.5182,219.888,299.2838,175.8516,324.7787
1009000001000327,174.7295,212.9502,170.0518,208.2725,165.374,212.9502,179.4072,189.5615,184.085,189.5615,221.5068,208.2725,212.1514,184.8838,226.1846,278.4385,230.8623,264.4053,174.7295,283.1162,174.7295,269.083,347.8057,212.9502,347.8057,198.917,446.0381,231.6611,441.3604,208.2725,548.9482,241.0166,520.8818,212.9502
1003000066000113,210.333,214.8018,206.8857,218.249,206.8857,221.6963,213.7803,228.5908,213.7803,242.3799,251.7002,225.1436,248.2529,245.8271,320.6455,225.1436,310.3037,263.0635,358.5654,197.5654,365.46,266.5107,351.6709,214.8018,348.2236,238.9326,406.8271,173.4346,410.2744,183.7764,493.0088,159.6455,499.9033,166.54
1009000035000128,309.4795,105.5225,321.1592,93.8428,300.7197,90.9229,338.6787,88.0029,283.2002,79.2432,359.1182,123.042,254.001,120.1221,350.3584,216.4795,236.4814,216.4795,353.2783,309.917,227.7217,315.7568,318.2393,169.7607,265.6807,163.9209,294.8799,233.999,242.3213,228.1592,277.3604,271.958,224.8018,309.917
1006000039000328,297.791,46.8262,304.627,39.9902,290.9551,43.4082,311.4629,43.4082,284.1191,43.4082,325.1348,77.5879,270.4473,81.0059,349.0605,111.7676,249.9395,118.6035,376.4043,142.5293,219.1777,142.5293,318.2988,163.0371,284.1191,163.0371,314.8809,231.3965,280.7012,234.8145,311.4629,303.1738,284.1191,303.1738
1009000009000164,400.8789,175.7383,408.457,175.7383,404.668,171.9492,393.3008,141.6367,397.0898,160.582,359.1992,141.6367,355.4102,168.1602,351.6211,194.6836,336.4648,240.1523,389.5117,206.0508,389.5117,232.5742,256.8945,141.6367,256.8945,156.793,181.1133,168.1602,181.1133,183.3164,112.9102,175.7383,101.543,183.3164
1009000009000327,385.1113,191.3066,392.3379,191.3066,388.7246,184.0801,395.9512,155.1738,388.7246,169.627,359.8184,140.7207,356.2051,166.0137,356.2051,194.9199,338.1387,241.8926,377.8848,205.7598,388.7246,231.0527,258.6465,137.1074,258.6465,158.7871,182.7676,169.627,182.7676,184.0801,114.1152,173.2402,99.6621,184.0801
1001000021000380,365.117,107.5043,146.4029,233.2647,517.1801,330.6221,756.0517,508.7281,317.0321,238.7053,593.3792,272.3577,386.2403,337.9156,562.2559,542.3236,528.0064,-14.662,173.8345,328.2594,377.3303,257.1897,271.3347,51.5443,218.7544,85.4523,346.7653,183.3217,-17.5595,182.6158,112.584,104.3492,266.9198,507.9636
1009000066000183,485.3503,169.8008,485.3503,162.7565,485.3503,155.7122,464.2174,141.6237,464.2174,141.6237,428.9961,169.8008,421.9518,169.8008,414.9076,247.2878,414.9076,254.332,478.306,261.3763,485.3503,268.4206,288.1107,183.8893,288.1107,162.7565,168.3581,197.9779,168.3581,205.0221,55.6497,233.1992,55.6497,233.1992
1001000021000231,268.6088,287.0192,596.5222,64.5938,499.2896,261.4463,622.6012,250.3253,467.4477,353.8111,186.4344,296.5588,567.8719,265.0616,436.603,480.7314,-183.3222,197.1506,237.0362,270.3104,236.9301,258.2636,378.3926,250.5602,489.2248,206.762,272.5234,-93.4256,150.1856,234.811,184.4812,407.3375,296.1875,226.5066
1003000099001289,560.1982,217.2744,571.6631,223.0068,571.6631,217.2744,565.9307,251.6689,565.9307,245.9365,531.5361,274.5986,531.5361,263.1338,457.0146,314.7256,445.5498,308.9932,376.7607,314.7256,365.2959,297.5283,382.4932,274.5986,382.4932,257.4014,256.3799,234.4717,256.3799,234.4717,118.8018,223.0068,113.0693,223.0068
1007000048000400,375.8662,46.2764,382.8389,42.79,379.3525,42.79,396.7842,53.249,403.7568,53.249,393.2979,88.1123,403.7568,84.626,403.7568,133.4346,417.7021,119.4893,403.7568,185.7295,431.6475,161.3252,389.8115,182.2432,396.7842,178.7568,393.2979,255.4561,389.8115,255.4561,396.7842,332.1553,396.7842,307.751
1007000016000526,134.4844,48.3906,131.2031,41.8281,127.9219,45.1094,111.5156,45.1094,114.7969,48.3906,114.7969,74.6406,111.5156,77.9219,134.4844,117.2969,141.0469,123.8594,144.3281,84.4844,147.6094,87.7656,108.2344,156.6719,104.9531,159.9531,121.3594,225.5781,124.6406,228.8594,114.7969,291.2031,118.0781,310.8906
1005000021000395,441.7249,351.5488,112.9826,18.935,340.0635,275.7386,634.7597,170.7713,661.7942,68.0711,450.3038,112.3616,543.0811,52.7045,607.2941,376.4388,462.1073,78.6713,541.1679,320.3246,393.7612,367.8949,262.4573,312.0802,496.2491,35.9606,88.7778,161.4082,109.9048,354.6804,71.7682,121.6326,32.2004,301.1174
1005000010000119,121.2998,264.1709,116.2314,254.0342,111.1631,259.1025,126.3682,238.8291,126.3682,233.7607,166.915,238.8291,171.9834,223.624,232.8037,233.7607,232.8037,233.7607,217.5986,299.6494,207.4619,299.6494,313.8975,233.7607,313.8975,223.624,410.1963,289.5127,410.1963,264.1709,521.7002,254.0342,511.5635,233.7607
1007000095000290,303.1885,44.5244,310.2002,41.0186,306.6943,37.5127,334.7412,44.5244,313.7061,44.5244,345.2588,83.0889,317.2119,90.1006,390.835,128.665,327.7295,153.2061,355.7764,170.7354,310.2002,170.7354,345.2588,198.7822,320.7178,198.7822,348.7646,286.4287,324.2236,282.9229,362.7881,367.0635,327.7295,349.5342
1007000019000560,234.1276,136.8047,234.1276,130.9193,231.1849,127.9766,213.5286,130.9193,213.5286,130.9193,204.7005,160.3464,198.8151,157.4036,254.7266,175.0599,254.7266,175.0599,298.8672,175.0599,301.8099,178.0026,137.0182,225.0859,125.2474,228.0286,195.8724,260.3984,195.8724,257.4557,178.2161,316.3099,172.3307,331.0234
1009000068000872,511.8018,186.0635,520.3369,186.0635,520.3369,177.5283,516.0693,186.0635,507.5342,156.1904,469.126,160.458,473.3936,181.7959,464.8584,224.4717,481.9287,245.8096,507.5342,233.0068,511.8018,241.542,362.4365,168.9932,362.4365,173.2607,272.8174,203.1338,272.8174,203.1338,178.9307,224.4717,174.6631,224.4717
1001000022000180,710.5771,144.3728,306.8742,273.4859,648.015,75.3963,537.626,265.3586,491.0619,86.9293,289.3921,287.3961,328.5151,145.7444,143.0188,202.991,480.6616,29.9345,343.054,341.1451,478.0762,32.2123,241.6799,294.108,209.4813,346.5259,239.9931,122.9989,350.4584,127.6408,316.4337,201.9692,419.88,339.0555
1001000053000277,436.8711,262.8268,440.2174,269.5195,440.2174,262.8268,436.8711,282.9049,436.8711,276.2122,413.4466,296.2904,410.1003,266.1732,386.6758,309.6758,376.6367,266.1732,383.3294,272.8659,376.6367,256.1341,333.1341,282.9049,336.4805,259.4805,279.5924,239.4023,289.6315,219.3242,239.4362,292.944,249.4753,269.5195
1006000014000043,301.25,91.75,306.25,89.25,296.25,89.25,308.75,91.75,293.75,91.75,313.75,109.25,283.75,101.75,323.75,79.25,271.25,79.25,323.75,51.75,273.75,51.75,311.25,164.25,288.75,164.25,321.25,206.75,273.75,204.25,336.25,244.25,256.25,241.75
